,ID,Car_Owned,Bike_Owned,Active_Loan,House_Own,Child_Count,Own_House_Age,Mobile_Tag,Homephone_Tag,Workphone_Working,Client_Family_Members,Cleint_City_Rating,Application_Process_Day,Application_Process_Hour,Score_Source_1,Score_Source_2,Social_Circle_Default,Phone_Change,Credit_Bureau,Default,Alone,Group,Kids,Others,Partner,Relative,Commercial,Govt Job,Service,Graduation,Graduation dropout,Junior secondary,Post Grad,Secondary,D,M,S,W,Female,Male,CL,RL,Family,Home,Municipal,Office,Rental,Shared,Accountants,Cleaning,Cooking,Core,Drivers,HR,High skill tech,IT,Laborers,Low-skill Laborers,Managers,Medicine,Private service,Realty agents,Sales,Secretaries,Security,Waiters/barmen,No,Yes
92978,12100389,1.0,0.0,0.0,0.0,1.0,18.0,1,0,0,3.0,1.0,2.0,15.0,0.7588217740000001,0.631457565,0.1711,838.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92992,12199428,1.0,0.0,1.0,0.0,0.0,9.0,1,0,1,2.0,2.0,4.0,16.0,0.60138166,0.771265965,0.0021,2973.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93081,12150752,1.0,1.0,1.0,1.0,0.0,17.0,1,0,0,2.0,2.0,1.0,15.0,0.301587194,0.718482345,0.0825,1568.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93084,12150687,1.0,0.0,0.0,1.0,1.0,17.0,1,1,1,3.0,2.0,6.0,12.0,0.22286667,0.49115190299999995,0.0619,278.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93178,12103573,1.0,0.0,0.0,1.0,0.0,3.0,1,0,0,2.0,2.0,6.0,13.0,0.366030354,0.6813760590000001,0.0502,181.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
93216,12177345,1.0,0.0,1.0,0.0,1.0,4.0,1,1,0,3.0,2.0,5.0,15.0,0.313852264,0.659460198,0.0216,1643.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
93316,12145552,1.0,0.0,0.0,1.0,1.0,18.0,1,0,1,3.0,2.0,1.0,3.0,0.48193388600000003,0.562138267,0.0,2606.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93454,12182005,1.0,0.0,0.0,0.0,2.0,6.0,1,0,0,4.0,2.0,3.0,13.0,0.437641578,0.209749458,0.1113,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93489,12158359,1.0,0.0,1.0,0.0,0.0,36.0,1,0,1,1.0,2.0,5.0,11.0,0.48157636299999995,0.57537458,0.0567,2066.0,3.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93508,12124529,1.0,0.0,0.0,0.0,2.0,11.0,1,0,0,4.0,2.0,4.0,10.0,0.341655669,0.619089766,0.1237,1513.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93516,12112674,1.0,0.0,0.0,1.0,0.0,30.0,1,1,0,2.0,3.0,3.0,13.0,0.244644931,0.577462201,0.0407,541.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93556,12170169,1.0,1.0,0.0,1.0,1.0,5.0,1,0,0,3.0,2.0,1.0,14.0,0.348706443,0.10728844900000001,0.0804,1655.0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
93574,12151651,1.0,1.0,1.0,1.0,3.0,16.0,1,0,0,5.0,3.0,3.0,10.0,0.39866824700000003,0.49123388100000004,0.2165,1376.0,1.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93666,12147317,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,2.0,2.0,3.0,16.0,0.270467807,0.448057641,0.1443,789.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93750,12205104,1.0,1.0,0.0,1.0,0.0,9.0,1,0,0,2.0,2.0,3.0,11.0,0.09223493699999999,0.48038034,0.0186,1275.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93762,12112655,1.0,0.0,1.0,1.0,1.0,7.0,1,0,1,2.0,1.0,6.0,12.0,0.563855797,0.806784563,0.2041,1861.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93870,12128018,1.0,1.0,0.0,0.0,0.0,7.0,1,0,0,2.0,2.0,4.0,8.0,0.01919138,0.001113969,0.1031,359.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
93881,12105318,1.0,0.0,0.0,1.0,0.0,6.0,1,0,1,1.0,2.0,3.0,10.0,0.5560038110000001,0.7286594559999999,0.0742,883.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93941,12208666,1.0,0.0,0.0,0.0,1.0,3.0,1,0,1,3.0,1.0,2.0,19.0,0.47108351299999995,0.78203337,0.152,11.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
93994,12107379,1.0,0.0,1.0,1.0,1.0,38.0,1,0,1,3.0,2.0,3.0,18.0,0.778898967,0.724349288,0.1127,2674.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94075,12131285,1.0,0.0,1.0,1.0,0.0,11.0,1,0,0,2.0,3.0,3.0,14.0,0.27147187300000003,0.517090206,0.2969,1585.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94085,12147415,1.0,1.0,1.0,0.0,0.0,6.0,1,1,1,2.0,2.0,6.0,18.0,0.765174591,0.262059565,0.1124,1781.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94109,12133430,1.0,0.0,1.0,1.0,1.0,15.0,1,0,0,3.0,2.0,4.0,10.0,0.7875383640000001,0.643524519,0.0526,2049.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94152,12186279,1.0,1.0,1.0,0.0,1.0,7.0,1,0,1,3.0,2.0,0.0,15.0,0.54431363,0.7456785859999999,0.1526,644.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
94200,12122231,1.0,1.0,0.0,1.0,2.0,14.0,1,0,0,4.0,3.0,6.0,10.0,0.362924268,0.369070265,0.1485,1105.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
94285,12219951,1.0,0.0,1.0,1.0,0.0,7.0,1,0,0,2.0,2.0,4.0,13.0,0.406342408,0.6001076329999999,0.0124,209.0,5.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
94401,12127080,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0,3.0,2.0,1.0,11.0,0.21015108300000002,0.42633430299999997,0.2433,1331.0,5.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94507,12192357,1.0,0.0,1.0,1.0,1.0,9.0,1,0,0,2.0,2.0,5.0,12.0,0.763464459,0.7039780720000001,0.1113,943.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94594,12151031,1.0,1.0,0.0,0.0,1.0,32.0,1,1,1,3.0,2.0,6.0,18.0,0.327661153,0.159676299,0.0021,1853.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94627,12209456,1.0,0.0,0.0,1.0,2.0,7.0,1,0,0,4.0,1.0,5.0,13.0,0.623209084,0.660559369,0.0742,427.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94718,12194709,1.0,0.0,1.0,1.0,0.0,7.0,1,0,1,1.0,1.0,6.0,14.0,0.265630938,0.435939464,0.0619,276.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94720,12153055,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1.0,2.0,5.0,12.0,0.441508981,0.7260184129999999,0.2608,1443.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94736,12123044,1.0,1.0,0.0,1.0,0.0,11.0,1,0,1,2.0,2.0,1.0,10.0,0.610856705,0.34883617299999997,0.1113,1266.0,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
94832,12153803,1.0,0.0,0.0,1.0,1.0,5.0,1,0,0,3.0,2.0,2.0,14.0,0.534006666,0.643735182,0.0722,18.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
94834,12198291,1.0,0.0,0.0,1.0,0.0,64.0,1,0,0,2.0,1.0,5.0,12.0,0.508896639,0.660407355,0.0371,375.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
94885,12202120,1.0,0.0,0.0,1.0,0.0,11.0,1,0,1,2.0,3.0,3.0,10.0,0.696191708,0.442240721,0.0619,1234.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94924,12162163,1.0,1.0,0.0,0.0,0.0,10.0,1,0,1,2.0,1.0,6.0,19.0,0.749925411,0.744012054,0.9402,2534.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
94954,12162951,1.0,1.0,0.0,1.0,0.0,16.0,1,0,0,2.0,1.0,3.0,13.0,0.737794093,0.7942623209999999,0.1265,1345.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
94992,12108874,1.0,0.0,1.0,1.0,2.0,11.0,1,1,0,4.0,3.0,1.0,11.0,0.37186280200000005,0.653017718,0.0021,1722.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95005,12157970,1.0,0.0,1.0,0.0,1.0,2.0,1,0,0,3.0,2.0,4.0,11.0,0.381548775,0.344497593,0.1412,1860.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
95047,12199408,1.0,0.0,1.0,0.0,0.0,29.0,1,0,0,1.0,2.0,3.0,15.0,0.40659831399999996,0.556678542,0.0619,7.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95077,12213657,1.0,0.0,1.0,1.0,0.0,15.0,1,0,0,2.0,2.0,2.0,5.0,0.246262413,0.516052637,0.034,925.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95127,12149634,1.0,1.0,0.0,1.0,1.0,7.0,1,0,0,3.0,2.0,2.0,17.0,0.601046807,0.639960004,0.0371,1833.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95150,12195681,1.0,1.0,1.0,0.0,0.0,6.0,1,0,0,1.0,2.0,0.0,11.0,0.30185909899999996,0.24960927800000002,0.0082,638.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95233,12115317,1.0,0.0,1.0,1.0,1.0,3.0,1,0,0,3.0,2.0,2.0,11.0,0.7101399270000001,0.466812027,0.0392,333.0,9.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95290,12178279,1.0,0.0,0.0,1.0,0.0,3.0,1,0,0,2.0,1.0,0.0,11.0,0.623101142,0.7583870909999999,0.3227,568.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95354,12148148,1.0,0.0,0.0,1.0,1.0,7.0,1,0,1,3.0,1.0,1.0,10.0,0.757292965,0.74159735,0.2485,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95415,12208771,1.0,0.0,1.0,0.0,0.0,14.0,1,1,1,2.0,2.0,5.0,15.0,0.378456136,0.586399707,0.1113,805.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95428,12152160,1.0,1.0,1.0,1.0,0.0,7.0,1,1,1,1.0,1.0,5.0,16.0,0.53761226,0.686528328,0.0052,2386.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95465,12140953,1.0,0.0,1.0,1.0,0.0,3.0,1,0,0,2.0,2.0,6.0,9.0,0.747270344,0.570939577,0.0928,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95491,12125376,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,3.0,3.0,3.0,10.0,0.510619685,0.43950238399999997,0.1588,832.0,2.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95501,12179818,1.0,0.0,1.0,1.0,1.0,14.0,1,0,0,2.0,2.0,1.0,16.0,0.565598415,0.5041347620000001,0.0814,1147.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95505,12203993,1.0,1.0,0.0,1.0,1.0,7.0,1,1,1,3.0,2.0,3.0,10.0,0.793446543,0.621083411,0.0619,2219.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95528,12144145,1.0,0.0,1.0,0.0,1.0,5.0,1,0,0,3.0,2.0,2.0,16.0,0.23977288100000002,0.620465661,0.1031,1658.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95529,12100381,1.0,1.0,0.0,1.0,0.0,10.0,1,0,0,2.0,2.0,5.0,14.0,0.6171144510000001,0.578747573,0.1866,877.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95541,12117521,1.0,0.0,1.0,0.0,0.0,65.0,1,0,1,2.0,1.0,0.0,17.0,0.695761521,0.6681028720000001,0.1469,2739.0,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
95561,12215399,1.0,0.0,1.0,1.0,1.0,2.0,1,0,0,3.0,2.0,1.0,18.0,0.740885951,0.712786371,0.1629,649.0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95703,12214809,1.0,0.0,1.0,1.0,0.0,13.0,1,1,0,1.0,2.0,2.0,11.0,0.41939314899999997,0.6722356140000001,0.0722,999.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
95704,12171266,1.0,0.0,1.0,1.0,1.0,2.0,1,0,0,3.0,2.0,1.0,8.0,0.83838671,0.6473478220000001,0.14,1526.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95906,12101567,1.0,0.0,1.0,1.0,1.0,4.0,1,0,0,3.0,2.0,3.0,17.0,0.16552979,0.545936047,0.168,2.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95954,12196784,1.0,0.0,1.0,1.0,1.0,8.0,1,0,0,3.0,2.0,5.0,11.0,0.569832949,0.673866891,0.0371,2958.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96077,12183119,1.0,0.0,1.0,1.0,0.0,8.0,1,1,1,1.0,2.0,1.0,12.0,0.514391778,0.540711001,0.0186,2421.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96106,12194996,1.0,0.0,0.0,0.0,0.0,3.0,1,0,1,1.0,2.0,6.0,15.0,0.39853687,0.675417268,0.0278,993.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
96210,12218295,1.0,0.0,1.0,1.0,0.0,19.0,1,0,0,2.0,1.0,6.0,12.0,0.462180209,0.671724682,0.0825,667.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
96217,12151735,1.0,0.0,0.0,1.0,1.0,9.0,1,0,1,3.0,2.0,2.0,15.0,0.241977561,0.712136801,0.0742,993.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96277,12115912,1.0,1.0,1.0,0.0,0.0,6.0,1,0,1,2.0,1.0,2.0,13.0,0.677467788,0.768604886,0.1722,2516.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
96318,12169050,1.0,1.0,0.0,1.0,0.0,13.0,1,0,0,2.0,1.0,4.0,16.0,0.55777282,0.688651536,0.3485,576.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96353,12177208,1.0,1.0,1.0,0.0,1.0,9.0,1,0,0,3.0,2.0,2.0,10.0,0.254623345,0.222918196,0.0165,0.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
96453,12141767,1.0,0.0,0.0,0.0,0.0,2.0,1,1,0,2.0,2.0,4.0,11.0,0.460982936,0.597317867,0.1856,2581.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96558,12137503,1.0,0.0,0.0,1.0,1.0,19.0,1,0,0,2.0,2.0,2.0,17.0,0.28145417899999997,0.326631619,0.0737,2340.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
96572,12112209,1.0,0.0,1.0,1.0,1.0,7.0,1,0,0,3.0,2.0,5.0,10.0,0.324729402,0.603822447,0.2399,2410.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96620,12191386,1.0,1.0,0.0,1.0,0.0,3.0,1,1,1,2.0,2.0,3.0,16.0,0.542304572,0.672240432,0.1093,28.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96646,12132103,1.0,0.0,0.0,1.0,1.0,8.0,1,0,0,3.0,2.0,6.0,10.0,0.294082179,0.5192849860000001,0.1031,662.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96740,12201893,1.0,0.0,0.0,0.0,2.0,8.0,1,1,0,4.0,2.0,1.0,12.0,0.6117535620000001,0.583107634,0.0887,1778.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
96754,12128434,1.0,0.0,1.0,1.0,0.0,4.0,1,0,0,2.0,2.0,2.0,16.0,0.46554144700000005,0.755211544,0.1237,0.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
96820,12172878,1.0,0.0,0.0,1.0,0.0,2.0,1,0,0,2.0,2.0,4.0,13.0,0.693297287,0.483749062,0.1134,784.0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
